				Alberta	Alberta	Atlantic Canada	Atlantic Canada	British Columbia	British Columbia	North	North	Ontario	Ontario	Prairies	Prairies	Quebec	Quebec
Prefer not to answer	Gender	Modular/ Prefab	Adopted	0	0	0	0	1	0	0	0	0	0	0	0	0	0
25 to 34 years	Age Group	Modular/ Prefab	Adopted	0	0	3	0	2	0	0	0	1	0	1	0	2	0
35 to 44 years	Age Group	Modular/ Prefab	Adopted	5	3	0	2	2	2	0	0	2	1	1	1	6	0
45 to 54 years	Age Group	Modular/ Prefab	Adopted	5	4	0	3	6	1	0	0	1	4	0	2	4	0
55 to 64 years	Age Group	Modular/ Prefab	Adopted	7	2	1	3	6	3	0	0	6	4	2	3	12	0
65 to 74 years	Age Group	Modular/ Prefab	Adopted	3	7	4	4	6	7	0	1	3	6	3	1	9	2
75 to 84 years	Age Group	Modular/ Prefab	Adopted	3	3	1	1	7	4	0	0	1	4	0	1	4	0
85 years and over	Age Group	Modular/ Prefab	Adopted	2	0	0	0	0	0	0	0	1	0	0	0	3	0
$100,001 - $130,000	Household Income	Modular/ Prefab	Adopted	3	3	3	1	4	2	0	1	4	4	3	1	12	0
$40,000 - $70,000	Household Income	Modular/ Prefab	Adopted	6	8	0	2	6	7	0	0	2	5	1	1	7	1
$70,001 - $100,000	Household Income	Modular/ Prefab	Adopted	5	1	1	4	4	6	0	0	5	5	1	0	12	0
Less than $40,000	Household Income	Modular/ Prefab	Adopted	6	5	3	5	9	2	0	0	1	2	1	1	2	0
More than $130,000	Household Income	Modular/ Prefab	Adopted	3	1	1	1	4	0	0	0	1	2	1	2	4	0
Prefer not to answer	Household Income	Modular/ Prefab	Adopted	2	1	1	0	2	0	0	0	2	1	0	3	3	1
Owners	Ownership Status	Modular/ Prefab	Adopted	0	19	9	12	25	17	0	1	15	19	6	8	40	2
Non-Owners	Ownership Status	Modular/ Prefab	Adopted	4	0	0	1	4	0	0	0	0	0	1	0	0	0
Single-family home	Type of Housing	Modular/ Prefab	Adopted	13	10	7	10	11	12	0	1	11	12	6	6	34	1
Accessory Dwelling Unit	Type of Housing	Modular/ Prefab	Adopted	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apartment (in a building with more than 12 units)	Type of Housing	Modular/ Prefab	Adopted	1	0	0	0	4	0	0	0	0	0	0	0	0	0
Condominium	Type of Housing	Modular/ Prefab	Adopted	2	0	0	0	5	0	0	0	3	0	0	0	3	1
Duplex, triplex or fourplex	Type of Housing	Modular/ Prefab	Adopted	4	1	0	1	0	0	0	0	0	0	0	0	0	0
Larger multiplex (5 - 12 units)	Type of Housing	Modular/ Prefab	Adopted	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Mobile home	Type of Housing	Modular/ Prefab	Adopted	3	7	2	2	8	3	0	0	0	6	0	2	1	0
Townhouse, row house or semi-detached house	Type of Housing	Modular/ Prefab	Adopted	1	0	0	0	1	0	0	0	1	0	0	0	1	0
Other	Type of Housing	Modular/ Prefab	Adopted	1	1	0	0	0	2	0	0	0	1	1	0	0	0
I live alone	Household Composition	Modular/ Prefab	Adopted	5	2	2	2	9	7	0	0	3	3	1	1	2	0
Your spouse or common-law partner	Household Composition	Modular/ Prefab	Adopted	12	17	6	10	18	10	0	1	11	14	4	7	34	2
Your parent(s) (including in-laws)	Household Composition	Modular/ Prefab	Adopted	1	0	0	0	1	0	0	0	0	3	0	0	0	0
Your grandparent(s) (including in-laws)	Household Composition	Modular/ Prefab	Adopted	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Your child (birth, adopted, step or foster)	Household Composition	Modular/ Prefab	Adopted	6	5	1	4	2	1	0	1	4	0	2	2	8	0
Multiple of your children (birth, adopted, step or foster)	Household Composition	Modular/ Prefab	Adopted	3	1	2	0	3	1	0	0	1	2	0	1	5	0
Your grandchild(ren)	Household Composition	Modular/ Prefab	Adopted	1	1	0	1	1	0	0	0	0	0	0	1	0	0
Your sibling(s)	Household Composition	Modular/ Prefab	Adopted	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Other relative(s)	Household Composition	Modular/ Prefab	Adopted	2	0	0	0	1	1	0	0	0	0	0	0	0	0
Other non-relative(s)	Household Composition	Modular/ Prefab	Adopted	3	0	3	1	1	0	0	0	0	0	1	0	0	0
It would be more complicated or take longer than purchasing a traditionally built home.	Barriers	Modular/ Prefab	Adopted	4	1	0	1	1	0	0	1	2	1	0	1	2	0
It would be less affordable than homes built using traditional methods	Barriers	Modular/ Prefab	Adopted	1	0	1	0	1	0	0	1	1	1	0	0	3	0
The potential financial returns are lower or less certain than the returns from purchasing a traditionally built home.	Barriers	Modular/ Prefab	Adopted	7	2	1	3	5	2	0	0	3	1	1	1	3	0
It lacks the customization, individuality or look and feel that I would seek in a home	Barriers	Modular/ Prefab	Adopted	1	5	0	2	4	1	0	0	2	4	2	1	2	0
It would be inferior in quality or durability compared to traditional building methods	Barriers	Modular/ Prefab	Adopted	2	4	1	2	4	2	0	0	2	3	2	0	3	0
There is a stigma around it that would make me reluctant to purchase one	Barriers	Modular/ Prefab	Adopted	2	1	1	0	2	1	0	0	2	2	1	0	2	0
It takes away from the character or sense of history in the area	Barriers	Modular/ Prefab	Adopted	2	1	0	0	2	3	0	0	2	0	1	0	2	0
I would feel a sense of shame or disappointment in myself if I purchased it rather than a traditionally built home	Barriers	Modular/ Prefab	Adopted	1	1	0	0	0	0	0	0	0	0	0	0	0	0
People I care about would think less of me if I purchased it rather than a traditionally built home.	Barriers	Modular/ Prefab	Adopted	0	1	0	0	0	0	0	0	0	0	0	0	0	0
They would be better value for money than traditionally built homes	Drivers	Modular/ Prefab	Adopted	4	2	1	2	7	5	0	1	2	9	2	1	12	2
They would be constructed faster than traditionally built homes	Drivers	Modular/ Prefab	Adopted	6	10	4	7	12	9	0	1	7	9	0	1	19	0
The construction would be less stressful than traditional construction	Drivers	Modular/ Prefab	Adopted	8	8	4	4	10	6	0	0	3	4	2	3	11	1
The quality and durability would be just as good or better than a traditionally built home	Drivers	Modular/ Prefab	Adopted	8	3	4	2	3	4	0	0	5	6	3	3	18	2
It would be an ideal solution to the remoteness or other challenges of the area where I would like to buy	Drivers	Modular/ Prefab	Adopted	6	7	1	1	7	4	0	0	2	3	0	2	2	0
It would allow me to customize more options in the home	Drivers	Modular/ Prefab	Adopted	4	7	2	5	7	0	0	0	2	1	1	1	2	0
It would be a more environmentally-friendly option than traditional construction	Drivers	Modular/ Prefab	Adopted	4	2	1	1	7	3	0	0	6	0	0	0	5	0
It means that the home would be more energy efficient than a traditionally built home	Drivers	Modular/ Prefab	Adopted	2	1	2	0	5	6	0	1	2	5	0	0	10	1
It aligns with my family situation and lifestyle	Drivers	Modular/ Prefab	Adopted	3	3	0	3	4	0	0	0	2	5	0	0	2	0
I cannot afford to purchase a prefabricated or modular home within the next 5 years	Barriers	Modular/ Prefab	Adopted	9	15	4	3	11	4	0	1	3	8	3	4	12	1
There are no financing options that allow me to borrow money to purchase a prefabricated or modular home	Barriers	Modular/ Prefab	Adopted	7	3	4	7	10	6	0	0	6	3	3	1	15	1
Prefabricated or modular homes are not available for purchase where I live	Barriers	Modular/ Prefab	Adopted	9	1	1	3	8	7	0	0	6	8	1	3	13	0
The information comes directly from other customers, e.g. online reviews or forums	Sources of Trust	Modular/ Prefab	Adopted	6	8	1	4	6	3	0	1	3	6	1	0	9	0
I can verify the information myself through other sources	Sources of Trust	Modular/ Prefab	Adopted	17	12	6	9	23	14	0	1	7	15	4	4	27	2
The information comes from a governmental organisation	Sources of Trust	Modular/ Prefab	Adopted	6	7	2	0	10	5	0	1	5	4	2	1	21	1
The information comes from a non-profit organisation	Sources of Trust	Modular/ Prefab	Adopted	8	3	5	3	5	6	0	0	5	1	4	1	8	0
The information comes from an expert or professional	Sources of Trust	Modular/ Prefab	Adopted	7	11	2	7	15	5	0	0	10	9	1	6	23	1
The source of the information doesn’t have a financial or political motivation	Sources of Trust	Modular/ Prefab	Adopted	17	9	4	4	16	8	0	0	7	11	6	5	14	1
The information is formatted and presented professionally	Sources of Trust	Modular/ Prefab	Adopted	7	4	4	6	7	8	0	0	4	6	1	4	10	1
The information is presented in a visual way (e.g., videos, images, graphs)	Sources of Trust	Modular/ Prefab	Adopted	7	3	2	6	5	2	0	0	4	4	1	3	8	0
Information about risks	Key Pieces of Information	Modular/ Prefab	Adopted	8	8	5	4	12	7	0	0	6	4	4	2	17	1
Information about the financial benefits associated with the innovation	Key Pieces of Information	Modular/ Prefab	Adopted	11	6	5	7	14	9	0	0	8	8	3	6	23	1
Information about the lifestyle, wellbeing or broader social benefits of the innovation	Key Pieces of Information	Modular/ Prefab	Adopted	4	2	0	3	7	3	0	1	3	5	0	0	11	0
Testimonials from people who have previously adopted the innovation	Key Pieces of Information	Modular/ Prefab	Adopted	5	8	2	4	14	4	0	1	3	8	2	2	12	2
Detailed information about the process and timelines	Key Pieces of Information	Modular/ Prefab	Adopted	16	6	6	5	11	10	0	1	6	9	2	6	19	0
Information about the organisation providing the innovation	Key Pieces of Information	Modular/ Prefab	Adopted	7	8	2	2	10	3	0	0	5	4	3	1	11	2
Information about ways to save money (e.g. incentive or rebate programs, additional perks)	Key Pieces of Information	Modular/ Prefab	Adopted	6	8	2	7	5	3	0	0	1	7	3	1	8	0
Information about how the innovation complies with rules in your area	Key Pieces of Information	Modular/ Prefab	Adopted	7	0	4	0	12	0	0	0	4	0	3	0	6	0
Information about the environmental impact of the innovation	Key Pieces of Information	Modular/ Prefab	Adopted	2	1	1	1	0	3	0	0	2	1	1	0	1	0
Man	Gender	Modular/ Prefab	High Willingness, High Capability	21	7	9	9	26	6	0	0	73	23	14	9	71	0
Woman	Gender	Modular/ Prefab	High Willingness, High Capability	22	6	9	7	19	7	0	1	53	14	5	6	43	1
Non-binary	Gender	Modular/ Prefab	High Willingness, High Capability	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Prefer not to answer	Gender	Modular/ Prefab	High Willingness, High Capability	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25 to 34 years	Age Group	Modular/ Prefab	High Willingness, High Capability	5	1	5	0	3	0	0	0	17	3	1	1	13	0
35 to 44 years	Age Group	Modular/ Prefab	High Willingness, High Capability	9	0	2	3	8	2	0	0	23	2	6	2	17	0
45 to 54 years	Age Group	Modular/ Prefab	High Willingness, High Capability	11	5	3	2	8	0	0	1	19	5	5	1	29	0
55 to 64 years	Age Group	Modular/ Prefab	High Willingness, High Capability	6	3	3	5	10	5	0	0	29	10	3	4	27	0
65 to 74 years	Age Group	Modular/ Prefab	High Willingness, High Capability	8	0	2	4	10	4	0	0	25	15	3	4	20	1
75 to 84 years	Age Group	Modular/ Prefab	High Willingness, High Capability	3	4	2	1	5	0	0	0	11	2	1	3	7	0
85 years and over	Age Group	Modular/ Prefab	High Willingness, High Capability	2	0	1	1	1	2	0	0	2	0	0	0	2	0
$100,001 - $130,000	Household Income	Modular/ Prefab	High Willingness, High Capability	13	0	1	3	8	2	0	1	36	8	4	4	30	0
$40,000 - $70,000	Household Income	Modular/ Prefab	High Willingness, High Capability	10	5	3	4	11	4	0	0	19	5	1	3	15	0
$70,001 - $100,000	Household Income	Modular/ Prefab	High Willingness, High Capability	10	6	6	5	11	5	0	0	28	13	9	4	30	0
Less than $40,000	Household Income	Modular/ Prefab	High Willingness, High Capability	2	1	1	3	3	1	0	0	15	1	2	2	8	0
More than $130,000	Household Income	Modular/ Prefab	High Willingness, High Capability	8	1	4	1	8	1	0	0	20	10	2	2	23	0
Prefer not to answer	Household Income	Modular/ Prefab	High Willingness, High Capability	1	0	3	0	4	0	0	0	8	0	1	0	9	1
Owners	Ownership Status	Modular/ Prefab	High Willingness, High Capability	37	10	14	14	34	13	0	1	98	34	17	14	96	1
Non-Owners	Ownership Status	Modular/ Prefab	High Willingness, High Capability	7	3	4	2	11	0	0	0	28	3	2	1	19	0
Single-family home	Type of Housing	Modular/ Prefab	High Willingness, High Capability	28	10	10	13	20	11	0	1	78	35	11	13	78	1
Accessory Dwelling Unit	Type of Housing	Modular/ Prefab	High Willingness, High Capability	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Apartment (in a building with more than 12 units)	Type of Housing	Modular/ Prefab	High Willingness, High Capability	3	0	1	0	4	0	0	0	9	0	2	0	5	0
Condominium	Type of Housing	Modular/ Prefab	High Willingness, High Capability	3	0	1	0	10	0	0	0	13	0	3	0	7	0
Duplex, triplex or fourplex	Type of Housing	Modular/ Prefab	High Willingness, High Capability	6	2	1	0	2	0	0	0	9	0	2	1	9	0
Larger multiplex (5 - 12 units)	Type of Housing	Modular/ Prefab	High Willingness, High Capability	0	0	0	0	0	0	0	0	0	0	0	0	9	0
Mobile home	Type of Housing	Modular/ Prefab	High Willingness, High Capability	1	0	3	2	2	2	0	0	1	1	0	0	1	0
Townhouse, row house or semi-detached house	Type of Housing	Modular/ Prefab	High Willingness, High Capability	2	0	2	0	7	0	0	0	14	1	0	1	6	0
Other	Type of Housing	Modular/ Prefab	High Willingness, High Capability	1	1	0	1	0	0	0	0	1	0	0	0	0	0
I live alone	Household Composition	Modular/ Prefab	High Willingness, High Capability	7	2	0	3	11	3	0	0	17	1	3	6	11	0
Your spouse or common-law partner	Household Composition	Modular/ Prefab	High Willingness, High Capability	34	11	16	11	29	9	0	1	89	34	12	8	92	1
Your parent(s) (including in-laws)	Household Composition	Modular/ Prefab	High Willingness, High Capability	2	0	2	1	3	0	0	0	11	2	1	0	7	0
Your grandparent(s) (including in-laws)	Household Composition	Modular/ Prefab	High Willingness, High Capability	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Your child (birth, adopted, step or foster)	Household Composition	Modular/ Prefab	High Willingness, High Capability	10	2	6	4	7	2	0	1	33	5	9	2	25	0
Multiple of your children (birth, adopted, step or foster)	Household Composition	Modular/ Prefab	High Willingness, High Capability	4	2	2	0	2	0	0	0	13	3	3	1	14	0
Your grandchild(ren)	Household Composition	Modular/ Prefab	High Willingness, High Capability	1	0	1	0	0	0	0	0	1	1	0	0	0	0
Your sibling(s)	Household Composition	Modular/ Prefab	High Willingness, High Capability	0	0	0	0	1	0	0	0	2	0	0	0	1	0
Other relative(s)	Household Composition	Modular/ Prefab	High Willingness, High Capability	1	0	0	0	0	0	0	0	3	1	0	0	0	0
Other non-relative(s)	Household Composition	Modular/ Prefab	High Willingness, High Capability	1	0	1	0	3	1	0	0	8	2	0	0	5	0
It would be more complicated or take longer than purchasing a traditionally built home.	Barriers	Modular/ Prefab	High Willingness, High Capability	7	1	1	1	5	0	0	1	22	5	4	2	11	0
It would be less affordable than homes built using traditional methods	Barriers	Modular/ Prefab	High Willingness, High Capability	4	2	0	2	4	1	0	0	14	4	2	0	15	0
The potential financial returns are lower or less certain than the returns from purchasing a traditionally built home.	Barriers	Modular/ Prefab	High Willingness, High Capability	4	4	6	4	5	2	0	1	28	4	5	1	15	0
It lacks the customization, individuality or look and feel that I would seek in a home	Barriers	Modular/ Prefab	High Willingness, High Capability	16	1	4	4	9	1	0	0	35	7	4	4	27	0
It would be inferior in quality or durability compared to traditional building methods	Barriers	Modular/ Prefab	High Willingness, High Capability	8	3	5	5	7	1	0	0	27	6	5	2	20	0
There is a stigma around it that would make me reluctant to purchase one	Barriers	Modular/ Prefab	High Willingness, High Capability	7	2	2	0	4	0	0	0	7	4	0	0	9	0
It takes away from the character or sense of history in the area	Barriers	Modular/ Prefab	High Willingness, High Capability	5	3	5	0	7	1	0	0	16	5	1	0	6	0
I would feel a sense of shame or disappointment in myself if I purchased it rather than a traditionally built home	Barriers	Modular/ Prefab	High Willingness, High Capability	2	0	0	1	3	0	0	0	4	0	0	1	2	0
People I care about would think less of me if I purchased it rather than a traditionally built home.	Barriers	Modular/ Prefab	High Willingness, High Capability	1	0	0	0	0	0	0	0	1	0	0	0	4	0
They would be better value for money than traditionally built homes	Drivers	Modular/ Prefab	High Willingness, High Capability	12	3	3	5	13	2	0	0	29	13	4	3	55	1
They would be constructed faster than traditionally built homes	Drivers	Modular/ Prefab	High Willingness, High Capability	9	4	5	6	15	4	0	0	32	14	7	7	49	0
The construction would be less stressful than traditional construction	Drivers	Modular/ Prefab	High Willingness, High Capability	14	3	11	7	26	6	0	0	39	9	12	7	34	1
The quality and durability would be just as good or better than a traditionally built home	Drivers	Modular/ Prefab	High Willingness, High Capability	11	4	4	5	7	5	0	0	41	16	5	1	42	1
